W,I,J,K,LAT,LON,ALT_MSL,ACCELX,ACCELY,ACCELZ,GYROX,GYROY,GYROZ,MAGX,MAGY,MAGZ,Time,,LAT_DEG,LON_DEG
-0.83,0.33,-0.34,0.31,422742656,-718090176,173606,0.37,0.64,-0.59,48.42,60.29,-71.11,-0.05,-31928,-0.09,17:06:24,,42.2742656,-71.8090176
-0.82,0.32,-0.35,0.33,422742656,-718090176,173606,0.36,0.78,-0.51,20.9,76.04,-62.41,-0.05,-31704,-0.1,17:06:24,,42.2742656,-71.8090176
-0.81,0.32,-0.36,0.35,422742656,-718090176,173606,0.32,0.77,-0.51,25.4,78.28,-47.8,-0.05,-31512,-0.09,17:06:24,,42.2742656,-71.8090176
-0.79,0.32,-0.37,0.36,422742656,-718090176,173606,0.33,0.81,-0.44,27.05,76.5,-40.06,-0.06,-31560,-0.09,17:06:24,,42.2742656,-71.8090176
-0.78,0.32,-0.38,0.38,422742656,-718090176,173606,0.31,0.81,-0.44,33.69,69.06,-39.57,-0.06,-31184,-0.09,17:06:24,,42.2742656,-71.8090176
-0.77,0.31,-0.38,0.4,422742656,-718090176,173606,0.3,0.75,-0.49,30.33,63.49,-42.03,-0.06,-31144,-0.09,17:06:24,,42.2742656,-71.8090176
-0.76,0.31,-0.39,0.42,0,0,0,0.28,0.77,-0.5,26.05,59.15,-45.05,-0.06,-31056,-0.09,17:06:24,,0,0
-0.76,0.3,-0.39,0.43,0,0,0,0.28,0.75,-0.48,18.13,56.93,-43.76,-0.06,-30912,-0.09,17:06:24,,0,0
-0.75,0.3,-0.39,0.44,0,0,0,0.28,0.77,-0.48,10.58,51.25,-36.97,-0.06,-30864,-0.09,17:06:24,,0,0
-0.74,0.3,-0.4,0.45,0,0,0,0.31,0.83,-0.52,1.55,42.31,-26.38,-0.07,-30568,-0.1,17:06:24,,0,0
-0.74,0.3,-0.4,0.46,0,0,0,0.36,0.85,-0.52,-1.46,36.61,-22.87,-0.07,-30544,-0.1,17:06:24,,0,0
-0.73,0.3,-0.41,0.45,0,0,0,0.43,0.85,-0.48,-1.24,26.12,-21.2,-0.07,-30504,-0.1,17:06:24,,0,0
-0.73,0.29,-0.42,0.45,0,0,0,0.49,0.88,-0.58,-26.97,31.81,-16.5,-0.07,-30320,-0.1,17:06:24,,0,0
-0.72,0.29,-0.43,0.46,0,0,0,0.53,1.21,-0.41,40.56,19.98,-26.42,-0.07,-30168,-0.09,17:06:24,,0,0
-0.73,0.28,-0.42,0.46,0,0,0,0.45,0.64,-0.64,7.35,20.06,-23.39,-0.07,-30160,-0.09,17:06:24,,0,0
-0.73,0.27,-0.43,0.46,0,0,0,0.49,0.8,-0.44,5.56,27.99,-16.17,-0.07,-29992,-0.09,17:06:24,,0,0
-0.73,0.26,-0.44,0.46,0,0,0,0.46,0.77,-0.54,1.08,30.78,-14.08,-0.07,-29744,-0.09,17:06:24,,0,0
-0.73,0.25,-0.44,0.46,0,0,0,0.4,0.62,-0.49,-0.37,33.58,-13.51,-0.08,-29544,-0.09,17:06:24,,0,0
-0.73,0.25,-0.43,0.46,0,0,0,0.34,0.58,-0.49,12.25,25.73,-16.94,-0.08,-29472,-0.09,17:06:24,,0,0
-0.74,0.24,-0.42,0.46,0,0,0,0.32,0.62,-0.55,-1.97,26.85,-13.32,-0.08,-29544,-0.08,17:06:24,,0,0
-0.74,0.24,-0.42,0.47,0,0,0,0.3,0.58,-0.54,-8.66,27.18,-10.07,-0.08,-29432,-0.09,17:06:24,,0,0
-0.74,0.24,-0.42,0.47,0,0,0,0.35,0.61,-0.5,-20.38,28.75,-1.84,-0.08,-29408,-0.09,17:06:24,,0,0
-0.74,0.23,-0.42,0.47,0,0,0,0.35,0.59,-0.45,10.87,25.16,-4.58,-0.08,-29152,-0.08,17:06:24,,0,0
-0.74,0.23,-0.42,0.47,0,0,0,0.38,0.79,-0.66,24.61,13.83,-5.21,-0.09,-29256,-0.08,17:06:24,,0,0
-0.74,0.22,-0.42,0.48,0,0,0,0.49,0.86,-0.59,26.25,14.85,-11.1,-0.09,-29128,-0.08,17:06:24,,0,0
-0.73,0.22,-0.43,0.49,0,0,0,0.62,0.99,-0.6,45.83,12.39,-20.88,-0.09,-29072,-0.07,17:06:24,,0,0
-0.73,0.2,-0.42,0.49,0,0,0,0.6,0.87,-0.77,52,9.83,-23.68,-0.09,-29096,-0.07,17:06:25,,0,0
-0.73,0.19,-0.41,0.5,422742752,-718090048,173605,0.5,0.83,-0.71,54.31,10.79,-33.53,-0.09,-28760,-0.06,17:06:25,,42.2742752,-71.8090048
-0.73,0.2,-0.41,0.51,422742752,-718090048,173605,0.31,0.76,-0.5,22.57,3.82,-8.58,-0.09,-28704,-0.06,17:06:25,,42.2742752,-71.8090048
-0.72,0.2,-0.42,0.51,0,0,0,0.42,0.87,-0.51,9.14,11.79,5.56,-0.09,-28536,-0.06,17:06:25,,0,0
-0.72,0.21,-0.43,0.51,0,0,0,0.41,0.86,-0.53,10.76,8.61,13.78,-0.09,-28152,-0.05,17:06:25,,0,0
-0.72,0.2,-0.43,0.51,0,0,0,0.38,0.64,-0.41,24.12,12.76,17.35,-0.1,-28048,-0.05,17:06:25,,0,0
-0.72,0.19,-0.44,0.51,0,0,0,0.37,0.52,-0.43,13.19,14.81,5.64,-0.1,-27784,-0.04,17:06:25,,0,0
-0.71,0.19,-0.43,0.51,0,0,0,0.28,0.56,-0.45,-10.95,15.71,-13.73,-0.1,-27496,-0.04,17:06:25,,0,0
-0.71,0.2,-0.43,0.52,0,0,0,0.24,0.62,-0.46,-6.74,-1.95,-3.28,-0.1,-27512,-0.04,17:06:25,,0,0
-0.71,0.21,-0.42,0.52,0,0,0,0.28,0.63,-0.53,-9.08,-12.59,0.96,-0.1,-27840,-0.04,17:06:25,,0,0
-0.71,0.21,-0.41,0.52,0,0,0,0.32,0.73,-0.61,-9.29,-12.8,4.75,-0.1,-28296,-0.04,17:06:25,,0,0
-0.71,0.21,-0.42,0.52,0,0,0,0.45,0.85,-0.63,-31.04,-10.07,9.94,-0.1,-28184,-0.04,17:06:25,,0,0
-0.72,0.22,-0.42,0.51,0,0,0,0.46,0.82,-0.63,-46.07,-4.55,13,-0.1,-28352,-0.05,17:06:25,,0,0
-0.72,0.22,-0.42,0.51,0,0,0,0.45,0.86,-0.75,-61.88,-17.59,11.24,-0.1,-28048,-0.05,17:06:25,,0,0
-0.73,0.21,-0.41,0.51,0,0,0,0.57,0.93,-0.74,58.74,-42.38,11.6,-0.1,-28160,-0.04,17:06:25,,0,0
-0.73,0.21,-0.42,0.5,0,0,0,0.57,0.7,-0.59,-25.15,-24,7.54,-0.1,-28296,-0.04,17:06:25,,0,0
-0.72,0.21,-0.43,0.5,0,0,0,0.49,0.83,-0.47,-0.46,-7.74,-7.08,-0.1,-28136,-0.04,17:06:25,,0,0
-0.72,0.22,-0.44,0.49,0,0,0,0.48,0.81,-0.4,-18.27,-5.71,1.48,-0.1,-28208,-0.04,17:06:25,,0,0
-0.72,0.21,-0.44,0.49,0,0,0,0.38,0.59,-0.47,-6.74,-3.34,4,-0.1,-27600,-0.04,17:06:25,,0,0
-0.72,0.21,-0.44,0.49,0,0,0,0.35,0.52,-0.38,13.28,2.3,3.45,-0.1,-27360,-0.04,17:06:25,,0,0
-0.73,0.2,-0.43,0.49,0,0,0,0.28,0.51,-0.53,4.65,-0.35,4.72,-0.1,-27272,-0.03,17:06:25,,0,0
-0.74,0.21,-0.41,0.49,0,0,0,0.24,0.54,-0.54,-2.94,-5.29,4.85,-0.11,-27496,-0.03,17:06:25,,0,0
-0.74,0.21,-0.41,0.49,0,0,0,0.35,0.59,-0.52,-30.07,5.94,13.43,-0.11,-27456,-0.03,17:06:25,,0,0
-0.74,0.21,-0.41,0.49,0,0,0,0.39,0.66,-0.63,-28.85,-2.06,13.6,-0.11,-27728,-0.03,17:06:25,,0,0
-0.74,0.21,-0.41,0.49,0,0,0,0.41,0.79,-0.74,-13.82,-0.66,-1.19,-0.11,-27720,-0.03,17:06:25,,0,0
-0.74,0.21,-0.41,0.49,0,0,0,0.46,0.9,-0.56,28.6,-19.88,-4.31,-0.11,-27888,-0.03,17:06:25,,0,0
-0.75,0.21,-0.4,0.49,0,0,0,0.56,0.84,-0.72,36.93,-35.03,6.96,-0.11,-28656,-0.02,17:06:26,,0,0
-0.76,0.19,-0.38,0.49,0,0,0,0.54,0.66,-1.02,10.93,-24.25,-14.08,-0.11,-28856,-0.02,17:06:26,,0,0
-0.76,0.19,-0.38,0.5,0,0,0,0.44,0.81,-0.8,6.26,-7.45,-37.83,-0.11,-27776,-0.02,17:06:26,,0,0
-0.74,0.22,-0.39,0.5,0,0,0,0.37,0.87,-0.41,-27.84,-9.36,-6.11,-0.11,-28064,-0.02,17:06:26,,0,0
-0.74,0.22,-0.41,0.49,0,0,0,0.46,0.67,-0.42,-32.77,0.57,-6.88,-0.11,-28152,-0.03,17:06:26,,0,0
-0.73,0.23,-0.42,0.49,0,0,0,0.32,0.76,-0.36,8.45,6.22,-4.5,-0.11,-27728,-0.03,17:06:26,,0,0
-0.73,0.23,-0.41,0.5,0,0,0,0.22,0.64,-0.53,-1.63,8.8,12.52,-0.11,-27648,-0.03,17:06:26,,0,0
-0.72,0.23,-0.41,0.5,0,0,0,0.26,0.64,-0.46,-5.76,12.98,15.19,-0.11,-27288,-0.02,17:06:26,,0,0
-0.72,0.23,-0.41,0.5,0,0,0,0.26,0.68,-0.49,-9.28,16.96,15.33,-0.11,-27008,-0.03,17:06:26,,0,0
-0.72,0.24,-0.42,0.5,0,0,0,0.28,0.69,-0.45,-0.7,10.95,6.6,-0.11,-26736,-0.03,17:06:26,,0,0
-0.72,0.24,-0.42,0.51,0,0,0,0.28,0.74,-0.48,0.74,8.38,4.09,-0.11,-26784,-0.03,17:06:26,,0,0
-0.71,0.25,-0.42,0.5,0,0,0,0.31,0.79,-0.47,-0.95,1.79,3.16,-0.11,-26816,-0.03,17:06:26,,0,0
-0.71,0.25,-0.42,0.5,0,0,0,0.37,0.87,-0.51,-2.88,-4.24,9.75,-0.11,-26880,-0.03,17:06:26,,0,0
-0.71,0.25,-0.43,0.49,0,0,0,0.53,0.98,-0.6,-25.44,6.51,15.2,-0.11,-26864,-0.03,17:06:26,,0,0
-0.72,0.24,-0.44,0.48,0,0,0,0.56,0.71,-0.33,46.66,10.02,-6.44,-0.11,-26448,-0.02,17:06:26,,0,0
-0.73,0.22,-0.43,0.48,0,0,0,0.63,0.85,-0.72,72.41,-13.3,2.57,-0.11,-26128,-0.02,17:06:26,,0,0
-0.74,0.22,-0.44,0.47,0,0,0,0.58,0.7,-0.54,-12.01,0.02,-3.69,-0.11,-25776,-0.02,17:06:26,,0,0
-0.74,0.21,-0.44,0.46,0,0,0,0.5,0.59,-0.5,-27.84,8.27,-5.51,-0.11,-25424,-0.02,17:06:26,,0,0
-0.74,0.22,-0.45,0.46,0,0,0,0.46,0.78,-0.48,-28.38,7.27,3.77,-0.11,-25792,-0.02,17:06:26,,0,0
-0.74,0.22,-0.45,0.45,0,0,0,0.42,0.66,-0.48,-30.52,2.6,4.08,-0.12,-25776,-0.02,17:06:26,,0,0
-0.74,0.22,-0.44,0.45,0,0,0,0.36,0.49,-0.41,-4.81,-7.33,-8.28,-0.12,-25856,-0.02,17:06:26,,0,0
-0.75,0.22,-0.44,0.45,0,0,0,0.35,0.53,-0.46,4.78,-18.31,-15.41,-0.12,-26056,-0.02,17:06:26,,0,0
-0.76,0.23,-0.42,0.45,0,0,0,0.27,0.62,-0.63,-13.32,-18.68,-8.81,-0.12,-26680,-0.02,17:06:26,,0,0
-0.75,0.23,-0.42,0.45,0,0,0,0.39,0.63,-0.46,-10.25,-8.78,-5.32,-0.12,-26952,-0.02,17:06:26,,0,0
-0.76,0.22,-0.4,0.46,0,0,0,0.35,0.59,-0.69,7.88,-4.75,-7.09,-0.12,-27040,-0.02,17:06:26,,0,0
-0.76,0.23,-0.4,0.46,0,0,0,0.32,0.81,-0.57,10.28,-6.31,-5.3,-0.11,-27280,-0.02,17:06:26,,0,0
-0.76,0.24,-0.4,0.46,0,0,0,0.46,0.99,-0.7,-4.68,-10.01,-4.23,-0.11,-27640,-0.03,17:06:27,,0,0
-0.75,0.24,-0.42,0.45,0,0,0,0.68,0.96,-0.39,16.85,5.83,-10.31,-0.11,-27200,-0.03,17:06:27,,0,0
-0.75,0.23,-0.41,0.46,0,0,0,0.49,0.86,-0.68,73.53,-2.36,-9,-0.12,-27040,-0.01,17:06:27,,0,0
-0.76,0.23,-0.4,0.47,0,0,0,0.32,0.62,-0.78,-47.94,13.05,-18.06,-0.12,-27040,-0.02,17:06:27,,0,0
-0.74,0.25,-0.4,0.48,0,0,0,0.11,0.91,-0.39,-3.95,26.5,-5.56,-0.12,-26512,-0.02,17:06:27,,0,0
-0.74,0.25,-0.4,0.48,0,0,0,0.29,0.75,-0.53,-5.78,9.16,16.1,-0.12,-26264,-0.02,17:06:27,,0,0
-0.74,0.25,-0.41,0.47,0,0,0,0.36,0.66,-0.36,30.36,12.5,15.33,-0.12,-25896,-0.01,17:06:27,,0,0
-0.74,0.24,-0.4,0.48,0,0,0,0.28,0.5,-0.47,27.7,9.46,6.29,-0.12,-25656,0,17:06:27,,0,0
-0.74,0.23,-0.4,0.49,0,0,0,0.23,0.51,-0.5,9.28,17.21,-3.4,-0.12,-25320,-0.01,17:06:27,,0,0
-0.74,0.24,-0.4,0.49,0,0,0,0.18,0.61,-0.44,-18.65,12.94,-0.87,-0.12,-25312,-0.01,17:06:27,,0,0
-0.74,0.25,-0.39,0.49,0,0,0,0.23,0.64,-0.49,-12.69,1.75,3.85,-0.12,-25424,-0.01,17:06:27,,0,0
-0.74,0.25,-0.39,0.49,0,0,0,0.29,0.85,-0.57,7.13,-14.16,10.7,-0.12,-25840,-0.01,17:06:27,,0,0
-0.74,0.25,-0.4,0.48,0,0,0,0.5,0.9,-0.67,-21.29,-11.69,17.76,-0.12,-26232,-0.01,17:06:27,,0,0
-0.75,0.25,-0.4,0.48,0,0,0,0.47,0.83,-0.7,-16.33,-9.23,13.19,-0.12,-26632,-0.02,17:06:27,,0,0
-0.75,0.24,-0.4,0.47,0,0,0,0.53,0.84,-0.79,-43.81,3.65,2.27,-0.12,-26464,-0.02,17:06:27,,0,0
-0.74,0.24,-0.42,0.47,0,0,0,0.67,0.91,-0.39,53.07,-32.68,6.15,-0.12,-26424,-0.01,17:06:27,,0,0
-0.75,0.23,-0.42,0.46,0,0,0,0.58,0.7,-0.63,-33.41,-4.33,6.23,-0.12,-26600,-0.01,17:06:27,,0,0
-0.73,0.25,-0.44,0.46,0,0,0,0.45,0.86,-0.33,-57.76,8.79,-14.76,-0.12,-26272,-0.02,17:06:27,,0,0
-0.73,0.25,-0.45,0.45,0,0,0,0.41,0.76,-0.41,-44.19,2.08,12.87,-0.12,-26592,-0.02,17:06:27,,0,0
-0.74,0.25,-0.44,0.44,0,0,0,0.35,0.51,-0.49,-28.69,-4.6,5.13,-0.12,-26680,-0.02,17:06:27,,0,0
-0.75,0.24,-0.43,0.44,0,0,0,0.3,0.44,-0.41,-7.04,-5.94,0.59,-0.12,-26632,-0.02,17:06:27,,0,0
-0.76,0.24,-0.42,0.44,0,0,0,0.25,0.52,-0.5,-2.91,-12.68,3.66,-0.12,-26928,-0.02,17:06:27,,0,0
-0.76,0.24,-0.42,0.44,0,0,0,0.35,0.62,-0.48,-16.46,-3.31,4.33,-0.12,-27144,-0.02,17:06:27,,0,0
-0.76,0.25,-0.41,0.44,0,0,0,0.36,0.64,-0.5,-13.98,0.37,5.95,-0.12,-27464,-0.02,17:06:27,,0,0
-0.76,0.25,-0.4,0.44,0,0,0,0.34,0.83,-0.71,-3.55,8.8,-3.03,-0.12,-27376,-0.02,17:06:27,,0,0
-0.76,0.25,-0.4,0.44,0,0,0,0.5,0.99,-0.66,44.33,-16.83,-8.4,-0.12,-27568,-0.02,17:06:27,,0,0
-0.77,0.24,-0.4,0.44,0,0,0,0.62,0.93,-0.73,39.2,-24.81,3.56,-0.12,-28480,-0.01,17:06:27,,0,0
-0.78,0.22,-0.38,0.45,0,0,0,0.55,0.8,-1.12,39.06,-26.88,-10.07,-0.12,-28832,0,17:06:28,,0,0
-0.77,0.24,-0.39,0.45,0,0,0,0.5,0.95,-0.63,-37.44,5.04,-42.35,-0.12,-28504,-0.02,17:06:28,,0,0
-0.75,0.26,-0.41,0.46,0,0,0,0.39,1.02,-0.37,-30.47,16.58,-11.92,-0.12,-28104,-0.03,17:06:28,,0,0
-0.74,0.27,-0.42,0.45,0,0,0,0.36,0.85,-0.34,2.94,11.03,7.99,-0.12,-27792,-0.03,17:06:28,,0,0
-0.74,0.26,-0.42,0.46,0,0,0,0.27,0.64,-0.44,9.61,5.48,27.61,-0.12,-27600,-0.02,17:06:28,,0,0
-0.74,0.26,-0.42,0.45,0,0,0,0.29,0.57,-0.39,16.14,10.44,24.23,-0.12,-27224,-0.02,17:06:28,,0,0
-0.74,0.25,-0.42,0.46,0,0,0,0.25,0.51,-0.41,3.11,12.47,13.92,-0.12,-27000,-0.02,17:06:28,,0,0
-0.74,0.25,-0.41,0.46,0,0,0,0.21,0.57,-0.39,14.6,6.29,15.61,-0.12,-26992,-0.02,17:06:28,,0,0
-0.74,0.25,-0.41,0.47,0,0,0,0.22,0.61,-0.45,11.79,2.75,15.71,-0.12,-27128,-0.01,17:06:28,,0,0
-0.75,0.25,-0.4,0.47,0,0,0,0.25,0.69,-0.54,8.86,-9.09,19.23,-0.12,-27520,-0.01,17:06:28,,0,0
-0.75,0.26,-0.4,0.46,0,0,0,0.36,0.82,-0.6,-11.68,-19.68,25.72,-0.12,-28016,-0.02,17:06:28,,0,0
-0.75,0.26,-0.4,0.46,0,0,0,0.52,0.98,-0.72,-18.59,-11.41,17.96,-0.11,-28304,-0.02,17:06:28,,0,0
-0.76,0.25,-0.4,0.45,0,0,0,0.52,0.89,-0.79,-29.88,-13.73,23.31,-0.11,-29168,-0.02,17:06:28,,0,0
-0.76,0.24,-0.4,0.45,0,0,0,0.64,0.92,-0.52,106.26,-27.92,3.54,-0.11,-29160,-0.01,17:06:28,,0,0
-0.76,0.23,-0.41,0.44,0,0,0,0.62,0.77,-0.51,18.13,-21.62,0.18,-0.11,-29480,-0.01,17:06:28,,0,0
-0.76,0.24,-0.42,0.43,0,0,0,0.59,0.71,-0.49,-41.35,6.38,-21.12,-0.11,-29488,-0.02,17:06:28,,0,0
-0.75,0.24,-0.44,0.43,0,0,0,0.54,0.81,-0.41,-36,11.69,-36.62,-0.11,-29080,-0.03,17:06:28,,0,0
-0.74,0.25,-0.46,0.43,0,0,0,0.38,0.66,-0.25,-30.11,4.4,4.72,-0.11,-29584,-0.03,17:06:28,,0,0
-0.76,0.24,-0.43,0.43,0,0,0,0.26,0.33,-0.48,14.41,-5,2.94,-0.11,-29680,-0.03,17:06:28,,0,0
-0.76,0.24,-0.42,0.43,0,0,0,0.25,0.45,-0.39,20.6,0.38,-8.36,-0.11,-29672,-0.02,17:06:28,,0,0
-0.77,0.23,-0.4,0.43,0,0,0,0.2,0.46,-0.49,10.54,-4.7,1.97,-0.11,-29608,-0.02,17:06:28,,0,0
-0.77,0.24,-0.39,0.43,0,0,0,0.31,0.61,-0.53,-13.23,6.52,-1.71,-0.11,-29840,-0.02,17:06:28,,0,0
-0.77,0.24,-0.4,0.44,0,0,0,0.35,0.66,-0.51,-10.7,11.13,-4.82,-0.11,-30040,-0.03,17:06:28,,0,0
-0.78,0.23,-0.38,0.44,0,0,0,0.35,0.67,-0.83,1.37,15.72,-9.52,-0.11,-30176,-0.03,17:06:28,,0,0
-0.77,0.23,-0.39,0.45,0,0,0,0.47,0.88,-0.69,10.33,8.33,-13.19,-0.11,-30464,-0.03,17:06:28,,0,0
-0.77,0.23,-0.38,0.45,0,0,0,0.55,0.94,-0.91,-11.21,3.74,-14.71,-0.11,-31104,-0.03,17:06:28,,0,0
-0.78,0.22,-0.37,0.46,0,0,0,0.6,1.07,-0.89,124.64,-26.41,-14.96,-0.11,-31504,-0.02,17:06:29,,0,0
-0.78,0.2,-0.37,0.47,0,0,0,0.56,0.77,-0.92,27.91,-2.35,-11.74,-0.12,-32048,-0.01,17:06:29,,0,0
-0.77,0.21,-0.39,0.47,0,0,0,0.4,0.6,-0.45,-41.93,43.92,-41.83,-0.12,-31832,-0.03,17:06:29,,0,0
-0.75,0.22,-0.4,0.48,0,0,0,0.35,0.76,-0.46,-34.9,52.21,-39.71,-0.12,-30224,-0.04,17:06:29,,0,0
-0.72,0.24,-0.42,0.49,0,0,0,0.2,1.18,-0.31,12.15,41.03,-4.47,-0.12,-29848,-0.04,17:06:29,,0,0
-0.73,0.24,-0.42,0.49,0,0,0,0.31,0.6,-0.49,5.42,16.2,16.12,-0.12,-29776,-0.04,17:06:29,,0,0
-0.73,0.22,-0.42,0.49,0,0,0,0.33,0.51,-0.4,25.77,25.13,5.16,-0.12,-29280,-0.03,17:06:29,,0,0
-0.72,0.22,-0.43,0.5,0,0,0,0.27,0.55,-0.37,12.38,29.15,-7.25,-0.13,-28896,-0.03,17:06:29,,0,0
-0.71,0.23,-0.43,0.51,0,0,0,0.22,0.7,-0.44,10,24.13,-8.68,-0.13,-28824,-0.04,17:06:29,,0,0
-0.71,0.23,-0.43,0.51,0,0,0,0.28,0.71,-0.42,1.59,16.89,-4.77,-0.13,-28960,-0.04,17:06:29,,0,0
-0.71,0.24,-0.42,0.52,0,0,0,0.31,0.8,-0.58,-2.75,-0.95,3.93,-0.13,-29208,-0.04,17:06:29,,0,0
-0.71,0.23,-0.42,0.51,0,0,0,0.49,0.94,-0.69,-4,-10,3.36,-0.13,-29616,-0.04,17:06:29,,0,0
-0.72,0.22,-0.42,0.51,0,0,0,0.61,0.87,-0.79,-15.8,-12.26,22.54,-0.13,-30264,-0.04,17:06:29,,0,0
-0.73,0.2,-0.42,0.5,0,0,0,0.72,0.91,-0.64,90.94,-20.94,4.98,-0.13,-30344,-0.03,17:06:29,,0,0
-0.73,0.2,-0.43,0.5,0,0,0,0.56,0.75,-0.54,3.51,-20.81,5.86,-0.13,-30520,-0.03,17:06:29,,0,0
-0.72,0.21,-0.44,0.49,0,0,0,0.55,0.74,-0.43,-46.68,8.9,-23.3,-0.13,-30312,-0.04,17:06:29,,0,0
-0.71,0.22,-0.46,0.49,0,0,0,0.56,0.92,-0.35,-40.98,9.09,-33.93,-0.13,-30160,-0.04,17:06:29,,0,0
-0.71,0.22,-0.47,0.48,0,0,0,0.45,0.71,-0.44,-25.28,-9.23,5.63,-0.13,-30400,-0.05,17:06:29,,0,0
-0.73,0.21,-0.45,0.47,0,0,0,0.3,0.34,-0.44,-12.12,-10.15,2.28,-0.13,-30600,-0.05,17:06:29,,0,0
-0.74,0.2,-0.44,0.47,0,0,0,0.31,0.4,-0.35,18.3,-3.06,-9.76,-0.13,-30352,-0.05,17:06:29,,0,0
-0.75,0.21,-0.43,0.47,0,0,0,0.25,0.47,-0.45,8.42,-7.71,-3.51,-0.13,-30624,-0.05,17:06:29,,0,0
-0.75,0.21,-0.42,0.47,0,0,0,0.35,0.54,-0.46,-5.32,3.89,-5.41,-0.13,-30616,-0.05,17:06:29,,0,0
-0.75,0.21,-0.42,0.47,0,0,0,0.37,0.59,-0.51,-6.23,4.81,-6.14,-0.13,-30872,-0.05,17:06:29,,0,0
-0.75,0.21,-0.41,0.47,0,0,0,0.37,0.63,-0.69,-3.23,2.2,-0.8,-0.13,-31280,-0.06,17:06:29,,0,0
-0.76,0.21,-0.41,0.47,0,0,0,0.48,0.79,-0.71,-9.03,3.07,-7.18,-0.13,-31488,-0.06,17:06:29,,0,0
-0.75,0.21,-0.41,0.47,0,0,0,0.6,0.9,-0.78,-11.42,1.52,-17.49,-0.13,-31912,-0.07,17:06:30,,0,0
-0.75,0.2,-0.41,0.47,0,0,0,0.59,0.83,-0.63,30.63,-13.38,-8.33,-0.13,-32648,-0.06,17:06:30,,0,0
-0.76,0.18,-0.39,0.48,0,0,0,0.58,0.81,-0.92,81.83,-31.03,-0.97,-0.13,-32872,-0.05,17:06:30,,0,0
-0.75,0.2,-0.41,0.47,0,0,0,0.45,0.74,-0.62,-117,11.32,-19.43,-0.13,-32272,-0.07,17:06:30,,0,0
-0.72,0.22,-0.44,0.48,0,0,0,0.42,0.98,-0.21,-17.91,29.79,-13.48,-0.13,-31656,-0.08,17:06:30,,0,0
-0.72,0.22,-0.44,0.48,0,0,0,0.36,0.69,-0.46,9.91,4.08,11.69,-0.13,-31496,-0.08,17:06:30,,0,0
-0.73,0.21,-0.44,0.48,0,0,0,0.3,0.52,-0.4,31.54,15.17,27.33,-0.13,-31256,-0.07,17:06:30,,0,0
-0.74,0.2,-0.43,0.49,0,0,0,0.32,0.48,-0.46,39.49,10.7,27.72,-0.13,-30736,-0.06,17:06:30,,0,0
-0.74,0.2,-0.43,0.49,0,0,0,0.32,0.6,-0.49,6.11,6.26,22.64,-0.13,-30720,-0.05,17:06:30,,0,0
-0.74,0.2,-0.42,0.48,0,0,0,0.31,0.57,-0.51,-19.83,-6.15,27.84,-0.13,-31120,-0.05,17:06:30,,0,0
-0.75,0.2,-0.41,0.48,0,0,0,0.34,0.59,-0.6,-14.96,-14.37,23.89,-0.13,-31424,-0.05,17:06:30,,0,0
-0.75,0.2,-0.41,0.47,0,0,0,0.41,0.77,-0.67,-16.99,-24.52,32.61,-0.13,-31704,-0.06,17:06:30,,0,0
-0.76,0.21,-0.41,0.46,0,0,0,0.5,0.81,-0.67,-33.68,-27.31,40.24,-0.13,-32312,-0.06,17:06:30,,0,0
-0.76,0.21,-0.41,0.45,0,0,0,0.59,0.85,-0.8,-35.97,-27.76,38.76,-0.13,-33064,-0.06,17:06:30,,0,0
-0.77,0.21,-0.4,0.45,0,0,0,0.59,0.88,-0.97,-49.21,-39.48,34.11,-0.12,-33888,-0.06,17:06:30,,0,0
-0.77,0.21,-0.42,0.44,0,0,0,0.77,0.92,-0.31,59.76,-49.82,16.07,-0.12,-34424,-0.05,17:06:30,,0,0
-0.78,0.21,-0.42,0.42,0,0,0,0.64,0.64,-0.59,-44.09,-49.64,16.43,-0.12,-35208,-0.06,17:06:30,,0,0
-0.77,0.22,-0.43,0.42,0,0,0,0.5,0.73,-0.44,-69.13,-10.86,-23.11,-0.12,-34824,-0.07,17:06:30,,0,0
-0.76,0.23,-0.44,0.42,0,0,0,0.37,0.65,-0.41,-33.99,-19.72,14.84,-0.12,-35104,-0.07,17:06:30,,0,0
-0.77,0.23,-0.43,0.41,0,0,0,0.32,0.47,-0.41,-22.64,-9.04,11.28,-0.12,-35096,-0.07,17:06:30,,0,0
-0.77,0.24,-0.42,0.41,0,0,0,0.29,0.48,-0.4,-10.53,-9.48,4.22,-0.12,-35344,-0.08,17:06:30,,0,0
-0.78,0.24,-0.41,0.41,0,0,0,0.28,0.53,-0.47,-12.46,-7.7,3.98,-0.12,-35680,-0.08,17:06:30,,0,0
-0.78,0.24,-0.41,0.41,0,0,0,0.35,0.56,-0.48,-25.67,1.18,5.51,-0.12,-35664,-0.08,17:06:30,,0,0
-0.78,0.24,-0.41,0.41,0,0,0,0.39,0.62,-0.52,-10.74,2.29,5.61,-0.12,-35776,-0.08,17:06:30,,0,0
-0.78,0.24,-0.4,0.41,0,0,0,0.38,0.68,-0.58,17.3,-5.22,4.43,-0.12,-35824,-0.08,17:06:30,,0,0
-0.79,0.23,-0.39,0.41,0,0,0,0.5,0.8,-0.79,16.03,-28.83,1.76,-0.11,-36552,-0.08,17:06:30,,0,0
-0.79,0.23,-0.38,0.41,0,0,0,0.61,0.89,-0.85,34.26,-36.01,-8.36,-0.11,-37392,-0.07,17:06:30,,0,0
