magX, magY, magZ
136390.00000,134387.00000,138331.00000
136376.00000,134408.00000,138294.00000
136376.00000,134408.00000,138294.00000
136363.00000,134416.00000,138325.00000
136363.00000,134416.00000,138325.00000
136356.00000,134423.00000,138268.00000
136356.00000,134423.00000,138268.00000
136331.00000,134392.00000,138216.00000
136331.00000,134392.00000,138216.00000
136322.00000,134375.00000,138154.00000
136322.00000,134375.00000,138154.00000
136309.00000,134368.00000,138153.00000
136309.00000,134368.00000,138153.00000
136305.00000,134349.00000,138091.00000
136305.00000,134349.00000,138091.00000
136296.00000,134318.00000,138061.00000
136296.00000,134318.00000,138061.00000
136289.00000,134306.00000,138034.00000
136289.00000,134306.00000,138034.00000
136278.00000,134293.00000,138016.00000
136278.00000,134293.00000,138016.00000
136270.00000,134286.00000,138008.00000
136270.00000,134286.00000,138008.00000
136263.00000,134297.00000,137990.00000
136263.00000,134297.00000,137990.00000
136260.00000,134287.00000,137990.00000
136260.00000,134287.00000,137990.00000
136257.00000,134303.00000,137992.00000
136257.00000,134303.00000,137992.00000
136266.00000,134301.00000,138009.00000
136266.00000,134301.00000,138009.00000
136283.00000,134300.00000,138017.00000
136283.00000,134300.00000,138017.00000
136288.00000,134284.00000,138027.00000
136288.00000,134284.00000,138027.00000
136288.00000,134288.00000,138042.00000
136288.00000,134288.00000,138042.00000
136292.00000,134285.00000,138040.00000
136292.00000,134285.00000,138040.00000
136291.00000,134286.00000,138042.00000
136291.00000,134286.00000,138042.00000
136296.00000,134280.00000,138032.00000
136296.00000,134280.00000,138032.00000
136291.00000,134278.00000,138022.00000
136291.00000,134278.00000,138022.00000
136284.00000,134291.00000,138016.00000
136284.00000,134291.00000,138016.00000
136281.00000,134281.00000,137992.00000
136281.00000,134281.00000,137992.00000
136281.00000,134270.00000,137998.00000
136281.00000,134270.00000,137998.00000
136282.00000,134266.00000,137974.00000
136282.00000,134266.00000,137974.00000
136264.00000,134248.00000,137974.00000
136264.00000,134248.00000,137974.00000
136268.00000,134251.00000,137958.00000
136268.00000,134251.00000,137958.00000
136274.00000,134248.00000,137976.00000
136274.00000,134248.00000,137976.00000
136268.00000,134242.00000,137954.00000
136268.00000,134242.00000,137954.00000
136266.00000,134228.00000,137950.00000
136266.00000,134228.00000,137950.00000
136276.00000,134236.00000,137940.00000
136276.00000,134236.00000,137940.00000
136269.00000,134229.00000,137946.00000
136269.00000,134229.00000,137946.00000
136261.00000,134228.00000,137923.00000
136261.00000,134228.00000,137923.00000
136254.00000,134236.00000,137938.00000
136254.00000,134236.00000,137938.00000
136267.00000,134244.00000,137925.00000
136267.00000,134244.00000,137925.00000
136258.00000,134254.00000,137950.00000
136258.00000,134254.00000,137950.00000
136258.00000,134243.00000,137929.00000
136258.00000,134243.00000,137929.00000
136257.00000,134245.00000,137968.00000
136257.00000,134245.00000,137968.00000
136266.00000,134259.00000,137948.00000
136266.00000,134259.00000,137948.00000
136263.00000,134254.00000,137967.00000
136263.00000,134254.00000,137967.00000
136266.00000,134254.00000,137962.00000
136266.00000,134254.00000,137962.00000
136267.00000,134259.00000,137980.00000
136267.00000,134259.00000,137980.00000
136278.00000,134265.00000,137961.00000
136278.00000,134265.00000,137961.00000
136270.00000,134258.00000,137971.00000
136270.00000,134258.00000,137971.00000
136283.00000,134259.00000,137953.00000
136283.00000,134259.00000,137953.00000
136272.00000,134254.00000,137981.00000
136272.00000,134254.00000,137981.00000
136274.00000,134250.00000,137950.00000
136274.00000,134250.00000,137950.00000
136277.00000,134246.00000,137986.00000
136277.00000,134246.00000,137986.00000
136269.00000,134241.00000,137965.00000
136269.00000,134241.00000,137965.00000
136278.00000,134250.00000,137964.00000
136278.00000,134250.00000,137964.00000
136283.00000,134248.00000,137967.00000
136283.00000,134248.00000,137967.00000
136277.00000,134246.00000,137969.00000
136277.00000,134246.00000,137969.00000
136283.00000,134239.00000,137965.00000
136283.00000,134239.00000,137965.00000
136277.00000,134238.00000,137967.00000
136277.00000,134238.00000,137967.00000
136293.00000,134230.00000,137950.00000
136293.00000,134230.00000,137950.00000
136291.00000,134232.00000,137996.00000
136291.00000,134232.00000,137996.00000
136312.00000,134223.00000,137992.00000
136312.00000,134223.00000,137992.00000
136327.00000,134206.00000,138032.00000
136327.00000,134206.00000,138032.00000
136355.00000,134206.00000,138063.00000
136355.00000,134206.00000,138063.00000
136388.00000,134199.00000,138120.00000
136388.00000,134199.00000,138120.00000
136430.00000,134180.00000,138175.00000
136430.00000,134180.00000,138175.00000
136466.00000,134139.00000,138229.00000
136466.00000,134139.00000,138229.00000
136520.00000,134099.00000,138314.00000
136520.00000,134099.00000,138314.00000
136557.00000,134032.00000,138349.00000
136557.00000,134032.00000,138349.00000
136594.00000,133956.00000,138371.00000
136594.00000,133956.00000,138371.00000
136621.00000,133825.00000,138360.00000
136621.00000,133825.00000,138360.00000
136638.00000,133737.00000,138333.00000
136638.00000,133737.00000,138333.00000
136657.00000,133636.00000,138330.00000
136657.00000,133636.00000,138330.00000
136656.00000,133543.00000,138275.00000
136656.00000,133543.00000,138275.00000
136644.00000,133478.00000,138218.00000
136644.00000,133478.00000,138218.00000
136644.00000,133432.00000,138172.00000
136644.00000,133432.00000,138172.00000
136633.00000,133374.00000,138112.00000
136633.00000,133374.00000,138112.00000
136624.00000,133335.00000,138091.00000
136624.00000,133335.00000,138091.00000
136645.00000,133316.00000,138117.00000
136645.00000,133316.00000,138117.00000
136640.00000,133277.00000,138116.00000
136640.00000,133277.00000,138116.00000
136639.00000,133243.00000,138077.00000
136639.00000,133243.00000,138077.00000
136645.00000,133220.00000,138109.00000
136645.00000,133220.00000,138109.00000
136657.00000,133190.00000,138136.00000
136657.00000,133190.00000,138136.00000
136661.00000,133196.00000,138165.00000
136661.00000,133196.00000,138165.00000
136666.00000,133169.00000,138149.00000
136666.00000,133169.00000,138149.00000
136647.00000,133166.00000,138170.00000
136647.00000,133166.00000,138170.00000
136657.00000,133154.00000,138151.00000
136657.00000,133154.00000,138151.00000
136646.00000,133163.00000,138152.00000
136646.00000,133163.00000,138152.00000
136659.00000,133174.00000,138151.00000
136659.00000,133174.00000,138151.00000
136650.00000,133192.00000,138153.00000
136650.00000,133192.00000,138153.00000
136654.00000,133189.00000,138145.00000
136654.00000,133189.00000,138145.00000
136658.00000,133212.00000,138146.00000
136658.00000,133212.00000,138146.00000
136646.00000,133216.00000,138146.00000
136646.00000,133216.00000,138146.00000
136659.00000,133234.00000,138134.00000
136659.00000,133234.00000,138134.00000
136651.00000,133241.00000,138142.00000
136651.00000,133241.00000,138142.00000
136645.00000,133247.00000,138116.00000
136645.00000,133247.00000,138116.00000
136643.00000,133251.00000,138103.00000
136643.00000,133251.00000,138103.00000
136631.00000,133236.00000,138076.00000
136631.00000,133236.00000,138076.00000
136630.00000,133265.00000,138050.00000
136630.00000,133265.00000,138050.00000
136618.00000,133285.00000,138043.00000
136618.00000,133285.00000,138043.00000
136619.00000,133290.00000,138027.00000
136619.00000,133290.00000,138027.00000
136611.00000,133290.00000,137986.00000
136611.00000,133290.00000,137986.00000
136599.00000,133310.00000,137998.00000
136599.00000,133310.00000,137998.00000
136613.00000,133310.00000,137964.00000
136613.00000,133310.00000,137964.00000
136587.00000,133326.00000,137959.00000
136587.00000,133326.00000,137959.00000
136594.00000,133318.00000,137925.00000
136594.00000,133318.00000,137925.00000
136585.00000,133335.00000,137951.00000
136585.00000,133335.00000,137951.00000
136592.00000,133344.00000,137923.00000
136592.00000,133344.00000,137923.00000
136587.00000,133359.00000,137922.00000
136587.00000,133359.00000,137922.00000
136586.00000,133355.00000,137931.00000
136586.00000,133355.00000,137931.00000
136582.00000,133369.00000,137934.00000
136582.00000,133369.00000,137934.00000
136589.00000,133381.00000,137924.00000
136589.00000,133381.00000,137924.00000
136575.00000,133385.00000,137931.00000
136575.00000,133385.00000,137931.00000
136585.00000,133375.00000,137910.00000
136585.00000,133375.00000,137910.00000
136575.00000,133381.00000,137934.00000
136575.00000,133381.00000,137934.00000
136582.00000,133390.00000,137923.00000
136582.00000,133390.00000,137923.00000
136577.00000,133387.00000,137924.00000
136577.00000,133387.00000,137924.00000
136577.00000,133386.00000,137928.00000
136577.00000,133386.00000,137928.00000
136578.00000,133390.00000,137942.00000
136578.00000,133390.00000,137942.00000
136584.00000,133383.00000,137934.00000
136584.00000,133383.00000,137934.00000
136577.00000,133388.00000,137938.00000
136577.00000,133388.00000,137938.00000
136583.00000,133382.00000,137940.00000
136583.00000,133382.00000,137940.00000
136580.00000,133373.00000,137922.00000
136580.00000,133373.00000,137922.00000
136583.00000,133381.00000,137929.00000
136583.00000,133381.00000,137929.00000
136578.00000,133380.00000,137925.00000
136578.00000,133380.00000,137925.00000
136580.00000,133401.00000,137951.00000
136580.00000,133401.00000,137951.00000
136577.00000,133399.00000,137912.00000
136577.00000,133399.00000,137912.00000
136579.00000,133403.00000,137927.00000
136579.00000,133403.00000,137927.00000
136577.00000,133408.00000,137928.00000
136577.00000,133408.00000,137928.00000
136579.00000,133409.00000,137944.00000
136579.00000,133409.00000,137944.00000
136571.00000,133405.00000,137924.00000
136571.00000,133405.00000,137924.00000
