accelX,accelY,accelZ,gyroX,gyroY,gyroZ,magX,magY,magZ
0.47,-0.11,-0.55,-109.91,-124.95,-125.22,137229.00,132753.00,134466.00
-0.00,0.37,-0.78,17.38,-124.95,-125.22,137201.00,132770.00,134496.00
-0.01,0.28,-1.09,49.96,-124.95,-125.22,137168.00,132757.00,134437.00
-0.20,0.34,-0.77,93.13,-124.95,-121.82,137122.00,132754.00,134503.00
-0.36,0.21,-0.67,90.56,-124.95,-98.68,137075.00,132764.00,134482.00
-0.61,0.20,-0.87,-59.13,-124.95,-76.44,137038.00,132766.00,134469.00
-0.60,0.46,-1.28,-31.91,-124.95,-52.79,136998.00,132737.00,134488.00
-0.79,0.52,-1.26,-10.71,-124.95,-8.47,136985.00,132767.00,134478.00
-0.91,0.50,-1.21,-15.44,-124.95,21.68,136989.00,132757.00,134475.00
-0.79,0.50,-1.17,20.93,-120.20,48.53,136983.00,132752.00,134460.00
-0.95,0.34,-0.75,72.78,-123.85,124.77,136975.00,132760.00,134460.00
-0.96,0.05,-0.03,124.78,-124.95,124.77,136982.00,132760.00,134477.00
-1.22,0.08,-0.02,100.96,-124.95,124.77,136977.00,132752.00,134484.00
-1.35,0.01,-0.36,26.85,-124.95,124.77,136928.00,132759.00,134478.00
-1.62,0.17,-0.59,103.67,-124.95,109.71,136895.00,132765.00,134502.00
-1.64,0.27,-0.46,124.78,-124.95,115.32,136875.00,132756.00,134484.00
-1.54,0.23,-0.06,124.78,-124.95,117.21,136855.00,132769.00,134478.00
-1.59,0.19,0.06,124.78,-124.95,120.62,136792.00,132760.00,134501.00
-1.90,0.44,-0.03,63.27,-124.95,106.26,136773.00,132748.00,134498.00
-1.99,0.44,-0.04,53.89,-124.95,103.44,136732.00,132755.00,134471.00
-2.00,0.51,-0.05,85.36,-124.95,109.18,136711.00,132755.00,134466.00
-1.99,0.56,-0.06,85.72,-124.95,120.10,136696.00,132747.00,134478.00
-1.74,0.76,-0.33,68.24,-124.95,124.77,136697.00,132768.00,134472.00
-1.29,0.64,-0.06,76.11,-60.25,124.77,136728.00,132755.00,134485.00
-1.43,0.39,-0.03,61.96,-31.47,124.77,136741.00,132761.00,134466.00
-1.15,0.20,-0.01,15.07,13.04,124.77,136777.00,132757.00,134483.00
-1.17,0.31,0.14,51.22,39.28,92.96,136771.00,132757.00,134458.00
-1.31,1.32,0.84,16.04,50.61,40.22,136784.00,132747.00,134483.00
-1.26,1.50,0.52,-25.64,-124.18,124.77,136802.00,132767.00,134473.00
-0.60,1.11,-0.24,-105.18,-124.95,124.77,136818.00,132762.00,134452.00
-1.02,1.16,0.48,-81.00,-92.20,124.77,136839.00,132771.00,134478.00
-0.79,-0.23,0.27,-125.21,-86.54,124.77,136868.00,132758.00,134489.00
-0.73,0.48,0.20,-62.50,-77.39,1.39,136858.00,132767.00,134468.00
-0.39,0.80,0.17,-93.73,-68.38,-16.55,136853.00,132752.00,134477.00
-0.25,0.20,-0.16,-30.49,-17.14,-64.34,136836.00,132767.00,134488.00
-1.20,1.69,0.74,36.20,77.16,-35.57,136841.00,132749.00,134495.00
-1.02,1.81,0.94,-101.61,-38.84,117.15,136856.00,132744.00,134467.00
-0.65,1.04,0.88,-125.21,-103.63,124.77,136899.00,132759.00,134475.00
-0.39,0.68,0.36,-115.29,-123.09,124.77,136928.00,132769.00,134480.00
-0.23,0.38,0.25,-42.35,-90.89,112.41,136925.00,132779.00,134468.00
-0.35,0.89,0.55,-71.16,-13.98,11.08,136933.00,132761.00,134473.00
-0.31,0.98,0.71,-56.60,-43.67,29.96,136939.00,132774.00,134496.00
-0.26,1.01,0.50,-71.93,-37.74,39.31,136937.00,132768.00,134467.00
-0.08,1.36,0.25,1.78,-22.42,77.14,136965.00,132765.00,134497.00
-0.34,1.25,0.79,124.78,29.58,119.16,136994.00,132783.00,134490.00
-0.26,0.43,1.01,-39.35,44.32,124.77,137027.00,132771.00,134461.00
-0.01,0.14,0.99,-22.46,-10.51,102.79,137022.00,132745.00,134466.00
-0.02,0.53,0.85,-37.45,-67.24,34.65,137047.00,132777.00,134456.00
-0.10,1.24,1.23,-11.80,-124.95,55.01,137049.00,132775.00,134488.00
-0.11,1.43,0.60,78.91,-124.95,101.97,137059.00,132771.00,134466.00
-0.03,1.23,0.63,29.40,-124.95,124.77,137071.00,132778.00,134467.00
0.17,1.01,0.25,78.86,-124.95,124.77,137087.00,132783.00,134461.00
0.37,0.60,-0.26,124.78,-124.95,124.77,137104.00,132788.00,134467.00
0.67,0.21,-0.43,101.14,-54.43,124.77,137144.00,132767.00,134480.00
0.84,0.38,-0.22,124.78,5.08,96.42,137152.00,132769.00,134461.00
0.93,0.56,-0.17,124.78,43.69,85.22,137148.00,132759.00,134473.00
1.04,0.47,-0.03,84.50,56.52,74.65,137164.00,132753.00,134449.00
0.99,0.73,0.54,-14.39,91.98,47.49,137182.00,132766.00,134479.00
0.84,0.99,0.63,38.55,-10.21,96.93,137188.00,132763.00,134466.00
0.96,0.97,0.50,-90.98,-74.01,124.77,137203.00,132759.00,134485.00
1.02,0.87,0.16,-110.71,-124.95,124.77,137203.00,132750.00,134448.00
1.17,0.42,-0.25,-50.92,-90.20,124.77,137204.00,132764.00,134477.00
1.18,0.42,-0.12,-13.44,-68.13,124.77,137220.00,132766.00,134489.00
1.25,0.36,-0.06,-3.16,-56.45,124.77,137228.00,132750.00,134467.00
1.38,0.07,-0.31,1.84,-53.23,124.77,137238.00,132750.00,134482.00
1.40,0.14,-0.10,58.45,0.70,124.77,137244.00,132740.00,134508.00
1.62,0.15,-0.19,86.81,3.59,124.77,137234.00,132784.00,134491.00
1.37,-0.12,0.00,-32.95,-7.61,124.77,137242.00,132751.00,134473.00
1.58,-0.42,-0.24,-51.68,3.78,124.77,137249.00,132741.00,134475.00
1.50,-0.22,-0.16,-34.98,-8.32,124.77,137249.00,132767.00,134485.00
1.50,-0.39,-0.13,-17.31,-2.32,124.77,137239.00,132735.00,134488.00
1.50,-0.46,-0.04,3.93,-12.93,124.77,137260.00,132746.00,134469.00
1.51,-0.46,-0.14,40.99,-30.20,113.91,137248.00,132760.00,134482.00
1.51,-0.47,-0.28,59.35,-24.30,94.43,137247.00,132747.00,134478.00
1.46,-0.64,-0.17,64.47,8.38,65.93,137251.00,132761.00,134492.00
1.53,-0.67,-0.12,25.92,13.28,42.44,137238.00,132746.00,134494.00
1.42,-0.57,-0.10,1.28,15.25,29.77,137250.00,132743.00,134490.00
1.42,-0.48,-0.01,-19.43,10.70,27.75,137229.00,132758.00,134489.00
1.52,-0.59,-0.20,36.34,3.06,24.23,137229.00,132745.00,134468.00
1.53,-0.68,-0.22,57.12,16.01,11.02,137233.00,132732.00,134469.00
1.50,-0.69,-0.14,53.79,35.57,-3.65,137251.00,132734.00,134486.00
1.50,-0.71,-0.08,63.89,35.03,-18.38,137262.00,132759.00,134507.00
1.52,-0.49,-0.16,39.14,41.16,-2.39,137263.00,132732.00,134479.00
1.51,-0.61,-0.18,83.27,58.91,-10.80,137266.00,132753.00,134505.00
1.46,-0.69,-0.06,124.78,83.20,-17.55,137263.00,132758.00,134467.00
1.47,-0.80,0.12,124.78,90.63,-45.51,137277.00,132753.00,134449.00
1.38,-0.18,0.11,56.30,95.86,-40.27,137297.00,132748.00,134479.00
1.40,-0.29,0.16,124.78,98.43,-24.08,137303.00,132754.00,134506.00
1.39,-0.48,0.24,124.78,108.11,-27.26,137307.00,132733.00,134456.00
1.32,-0.28,0.24,117.71,114.24,-46.68,137316.00,132750.00,134472.00
1.31,-0.18,0.29,80.11,123.26,-36.41,137313.00,132754.00,134486.00
1.20,-0.11,0.41,91.09,125.04,-27.87,137318.00,132729.00,134483.00
1.11,0.01,0.50,111.86,125.04,-14.35,137328.00,132747.00,134497.00
1.05,-0.11,0.59,124.78,125.04,-0.06,137327.00,132752.00,134474.00
1.04,-0.20,0.65,104.54,121.46,-5.65,137329.00,132734.00,134482.00
1.03,-0.06,0.57,79.83,110.05,-4.77,137338.00,132754.00,134486.00
0.89,0.05,0.55,118.48,124.42,-1.27,137328.00,132767.00,134485.00
0.87,0.02,0.66,124.78,125.04,-1.55,137326.00,132753.00,134466.00
0.81,0.05,0.66,114.57,125.04,-7.21,137327.00,132762.00,134503.00
0.63,0.25,0.68,119.02,125.04,-0.05,137315.00,132767.00,134475.00
0.55,0.33,0.75,124.78,125.04,19.00,137322.00,132765.00,134483.00
0.48,0.16,0.83,124.78,125.04,18.27,137317.00,132770.00,134482.00
0.45,0.25,0.75,80.76,125.04,4.26,137291.00,132772.00,134484.00
0.28,0.42,0.73,74.79,125.04,21.22,137285.00,132767.00,134483.00
0.20,0.33,0.82,59.06,125.04,26.54,137260.00,132762.00,134460.00
-0.01,0.26,0.84,39.87,125.04,17.02,137257.00,132770.00,134462.00
-0.04,0.24,0.85,43.87,125.04,2.70,137218.00,132748.00,134474.00
-0.19,0.29,0.85,-0.84,125.04,-10.23,137205.00,132756.00,134448.00
-0.43,0.35,1.27,49.07,125.04,-23.50,137181.00,132756.00,134479.00
-0.47,0.28,1.29,52.56,115.00,-32.96,137170.00,132750.00,134438.00
-0.49,0.28,1.12,36.89,77.51,-54.06,137150.00,132753.00,134475.00
-0.43,0.44,0.85,9.21,62.93,-64.43,137145.00,132770.00,134501.00
-0.58,0.41,0.64,67.00,105.38,-51.63,137130.00,132774.00,134465.00
-0.70,0.46,0.66,80.43,125.04,-61.59,137104.00,132756.00,134448.00
-0.84,0.52,0.83,98.09,125.04,-64.15,137072.00,132779.00,134495.00
-0.83,0.57,1.14,86.97,125.04,-65.56,137046.00,132776.00,134469.00
-0.79,0.58,0.87,35.70,69.53,-50.05,137045.00,132767.00,134458.00
-0.88,0.52,0.82,55.42,64.92,-46.19,137019.00,132779.00,134461.00
-0.96,0.52,0.79,36.95,59.49,-42.76,137021.00,132763.00,134454.00
-1.02,0.47,0.76,35.06,60.69,-46.21,136998.00,132758.00,134474.00
-1.09,0.49,0.73,47.16,50.15,-49.92,136987.00,132762.00,134455.00
-0.92,0.50,0.53,47.60,44.35,-56.62,136994.00,132775.00,134461.00
-1.01,0.64,0.42,58.03,80.27,-49.18,136961.00,132767.00,134473.00
-1.04,0.65,0.63,75.14,94.44,-31.06,136953.00,132761.00,134461.00
-1.15,0.59,1.01,25.64,69.43,-22.48,136945.00,132788.00,134426.00
-1.15,0.51,0.78,37.53,-7.81,-12.43,136940.00,132765.00,134439.00
-1.14,0.60,0.86,28.78,-36.52,-15.08,136944.00,132747.00,134475.00
-1.26,0.70,0.96,37.14,-77.29,-3.34,136981.00,132772.00,134477.00
-1.27,0.84,0.95,34.62,-124.83,24.86,136991.00,132770.00,134428.00
-1.22,0.60,1.04,86.86,-124.95,54.35,137052.00,132779.00,134458.00
-1.21,0.63,1.08,106.41,-124.95,57.30,137076.00,132758.00,134452.00
-1.16,0.67,0.92,104.36,-124.95,62.59,137129.00,132761.00,134434.00
-1.00,0.84,0.76,111.65,-124.95,81.81,137180.00,132771.00,134449.00
-0.78,0.91,0.61,124.78,-124.95,124.77,137223.00,132788.00,134462.00
-0.63,0.80,0.64,124.78,-124.95,124.77,137262.00,132790.00,134452.00
-0.47,0.79,0.46,124.78,-124.95,124.77,137284.00,132753.00,134444.00
-0.13,0.75,0.18,112.65,-124.95,124.77,137322.00,132763.00,134466.00
0.09,0.71,-0.03,124.78,-124.95,124.77,137331.00,132774.00,134484.00
0.30,0.69,0.25,124.78,-64.03,124.77,137328.00,132772.00,134486.00
0.45,0.68,0.31,95.59,-65.37,124.77,137361.00,132762.00,134479.00
0.59,0.68,0.17,61.61,-71.66,115.02,137349.00,132781.00,134466.00
0.64,0.73,0.05,45.32,-58.49,97.67,137370.00,132766.00,134452.00
0.69,0.92,0.11,77.05,-37.91,103.95,137347.00,132780.00,134479.00
0.75,0.95,0.23,87.44,-41.53,118.56,137361.00,132743.00,134473.00
0.79,0.81,0.11,73.61,-55.83,124.77,137353.00,132758.00,134467.00
0.86,0.72,-0.05,79.08,-57.51,124.77,137363.00,132796.00,134482.00
0.90,0.87,-0.00,88.84,-46.94,124.77,137348.00,132745.00,134480.00
1.04,0.79,0.09,123.56,-64.86,124.77,137357.00,132747.00,134480.00
1.08,0.45,-0.14,106.29,-72.48,124.77,137322.00,132723.00,134466.00
1.17,0.27,-0.36,107.38,-73.46,124.77,137315.00,132784.00,134472.00
1.27,0.64,-0.20,98.10,-42.84,124.77,137311.00,132774.00,134479.00
1.27,0.31,-0.25,124.78,-42.43,124.77,137305.00,132745.00,134466.00
1.36,-0.06,-0.37,124.78,-36.54,124.77,137288.00,132754.00,134486.00
1.40,-0.17,-0.38,124.78,-24.20,124.77,137279.00,132748.00,134474.00
1.37,-0.04,-0.39,124.78,-19.52,124.77,137251.00,132761.00,134490.00
1.46,0.03,-0.45,113.59,2.09,124.77,137232.00,132726.00,134474.00
1.50,-0.25,-0.34,124.78,11.18,124.77,137201.00,132731.00,134463.00
1.41,-0.43,-0.29,102.45,3.09,124.77,137209.00,132755.00,134454.00
1.33,-0.46,-0.44,31.46,-8.42,116.99,137200.00,132754.00,134474.00
1.41,-0.39,-0.62,124.78,20.50,96.72,137197.00,132750.00,134467.00
1.53,-0.39,-0.30,124.78,30.97,89.77,137174.00,132744.00,134486.00
1.46,-0.22,-0.31,124.78,25.50,95.79,137145.00,132736.00,134457.00
1.35,-0.26,-0.20,124.78,30.45,124.77,137139.00,132717.00,134473.00
1.33,-1.01,-0.37,124.78,44.04,124.77,137125.00,132746.00,134486.00
1.29,-0.87,-0.09,124.78,58.84,87.77,137095.00,132754.00,134479.00
1.40,-0.52,0.03,124.78,49.61,78.84,137091.00,132750.00,134477.00
1.25,-0.36,0.13,124.78,32.49,108.42,137069.00,132758.00,134443.00
1.10,-0.75,0.13,124.78,36.14,124.77,137047.00,132746.00,134445.00
0.98,-0.80,0.33,124.78,40.34,124.77,137023.00,132744.00,134460.00
0.94,-0.63,0.45,124.78,24.08,124.77,137009.00,132758.00,134469.00
0.83,-0.60,0.49,124.78,9.94,124.77,136998.00,132742.00,134460.00
0.63,-0.85,0.56,124.78,6.59,124.77,136984.00,132734.00,134462.00
0.57,-0.69,0.55,124.78,-21.49,124.77,136975.00,132775.00,134471.00
0.41,-0.72,0.59,124.78,-3.39,124.77,136972.00,132740.00,134479.00
0.29,-0.70,0.73,124.78,7.51,124.77,136961.00,132747.00,134468.00
0.20,-0.73,0.89,124.78,16.91,124.77,136954.00,132758.00,134452.00
0.06,-0.69,0.90,124.78,-0.45,124.77,136977.00,132771.00,134446.00
-0.08,-0.72,0.95,124.78,11.78,124.77,136973.00,132747.00,134461.00
-0.02,-0.70,1.06,124.78,11.09,124.77,136987.00,132755.00,134437.00
-0.01,-0.56,1.09,124.78,1.17,124.77,136999.00,132765.00,134458.00
-0.02,-0.46,1.03,124.78,-20.62,124.77,137001.00,132757.00,134434.00
-0.04,-0.43,1.10,98.80,-26.73,124.77,137006.00,132769.00,134442.00
-0.07,-0.25,1.17,80.95,-43.71,124.77,137026.00,132764.00,134452.00
-0.12,-0.18,1.10,70.72,-63.45,124.77,137057.00,132775.00,134475.00
0.02,-0.29,0.77,88.25,-39.74,124.77,137066.00,132773.00,134425.00
-0.09,-0.21,0.99,87.27,-20.31,124.77,137091.00,132770.00,134457.00
-0.11,-0.23,0.98,63.89,-24.38,124.77,137113.00,132752.00,134462.00
-0.03,-0.30,0.78,48.68,-11.16,124.77,137116.00,132764.00,134460.00
-0.02,-0.10,0.98,64.24,4.64,124.77,137137.00,132787.00,134473.00
-0.12,-0.00,1.10,76.13,-7.84,124.77,137142.00,132760.00,134467.00
-0.16,0.08,0.95,61.99,-11.54,124.77,137148.00,132757.00,134454.00
-0.20,-0.01,0.85,49.02,7.45,124.77,137177.00,132764.00,134457.00
-0.13,-0.10,0.99,51.32,12.14,124.77,137188.00,132768.00,134450.00
-0.24,-0.08,0.96,78.17,12.84,124.77,137200.00,132788.00,134440.00
-0.22,-0.28,0.84,75.37,25.34,124.77,137203.00,132777.00,134463.00
-0.15,-0.25,0.94,16.97,42.10,116.18,137202.00,132759.00,134466.00
-0.15,-0.13,1.02,40.67,41.90,99.63,137224.00,132776.00,134457.00
-0.17,0.12,0.75,34.54,60.05,89.99,137213.00,132755.00,134463.00
-0.21,0.08,0.83,60.07,88.59,87.60,137204.00,132767.00,134449.00
-0.22,0.20,1.01,49.07,100.62,81.98,137213.00,132775.00,134473.00
-0.30,0.33,1.23,35.75,86.13,101.37,137200.00,132771.00,134458.00
-0.28,0.20,1.02,63.52,52.06,124.77,137191.00,132748.00,134479.00
-0.28,0.30,0.86,56.98,58.01,124.77,137197.00,132768.00,134450.00
-0.34,0.54,0.77,69.34,72.15,124.77,137183.00,132749.00,134458.00
-0.48,0.45,0.82,124.78,95.90,124.77,137192.00,132749.00,134463.00
-0.51,0.26,0.87,124.78,125.03,124.77,137180.00,132769.00,134473.00
-0.49,0.26,0.91,124.78,125.04,119.86,137184.00,132764.00,134479.00
-0.45,0.47,0.66,109.46,125.04,90.81,137167.00,132766.00,134469.00
-0.61,0.88,0.66,112.78,125.04,104.55,137155.00,132768.00,134443.00
-0.70,0.78,0.72,124.78,125.04,124.77,137140.00,132764.00,134448.00
-0.69,0.73,0.94,124.78,125.04,105.04,137131.00,132784.00,134465.00
-0.72,0.93,0.76,124.78,123.34,105.94,137114.00,132764.00,134435.00
-0.72,1.03,0.41,124.78,123.55,113.35,137120.00,132753.00,134461.00
-0.75,1.12,0.26,124.78,125.04,124.77,137087.00,132784.00,134448.00
-0.54,0.90,0.40,124.78,125.04,106.12,137106.00,132786.00,134462.00
-0.56,1.06,0.44,94.43,125.04,96.56,137098.00,132759.00,134458.00
-0.50,1.15,0.19,71.46,125.04,98.25,137091.00,132800.00,134443.00
-0.41,1.11,-0.10,87.45,119.90,104.69,137067.00,132761.00,134463.00
-0.49,0.93,-0.27,94.03,125.04,109.58,137074.00,132763.00,134451.00
-0.58,0.84,0.29,72.70,125.04,82.79,137044.00,132761.00,134437.00
-0.50,0.94,0.53,-27.89,125.04,54.61,137019.00,132753.00,134427.00
-0.37,1.08,0.40,-73.65,125.04,48.10,137000.00,132764.00,134484.00
-0.28,1.07,0.53,-102.42,112.82,53.01,137003.00,132757.00,134475.00
-0.26,1.10,0.42,-73.19,26.80,43.76,137001.00,132785.00,134466.00
-0.12,1.14,-0.00,-84.61,19.88,64.89,137004.00,132775.00,134461.00
-0.04,1.01,-0.06,-42.40,76.90,82.02,136984.00,132773.00,134451.00
-0.07,0.85,0.27,-9.68,98.46,69.46,136990.00,132767.00,134463.00
0.09,0.80,0.77,-18.30,57.56,11.29,136961.00,132730.00,134435.00
0.05,1.12,0.71,-123.98,-4.48,-4.07,136967.00,132763.00,134468.00
-0.08,1.18,0.40,-125.21,-50.67,26.46,136983.00,132766.00,134465.00
0.02,1.20,0.46,-125.21,-59.98,23.36,136988.00,132763.00,134458.00
0.00,1.15,0.37,-125.21,-72.01,59.41,137008.00,132762.00,134469.00
0.13,1.13,0.31,-119.08,-67.54,80.58,137020.00,132766.00,134467.00
0.10,0.95,0.15,-112.15,-43.74,96.47,137017.00,132760.00,134443.00
0.18,0.88,0.34,-122.13,-32.23,98.14,137042.00,132756.00,134467.00
0.39,1.00,0.39,-58.57,25.01,124.77,137018.00,132762.00,134455.00
0.42,0.85,0.43,-114.44,33.73,124.77,137016.00,132757.00,134468.00
0.30,0.75,0.71,-125.21,17.82,124.77,137017.00,132756.00,134496.00
0.50,0.64,0.84,-125.21,-19.43,124.77,137017.00,132762.00,134455.00
0.55,0.29,0.60,-121.87,-53.00,124.77,137016.00,132758.00,134440.00
0.98,-0.30,0.10,-105.62,45.91,92.07,137009.00,132756.00,134460.00
0.48,0.23,0.61,-125.21,89.74,45.02,136984.00,132747.00,134458.00
0.80,0.41,1.11,-125.21,63.38,51.78,136962.00,132744.00,134455.00
0.71,0.45,0.89,-125.21,9.37,78.42,136949.00,132748.00,134455.00
0.61,0.19,0.69,-125.21,-9.52,124.77,136954.00,132744.00,134477.00
0.59,-0.09,0.66,-125.21,0.79,124.77,136918.00,132737.00,134454.00
0.71,-0.31,0.58,-125.21,25.00,124.77,136907.00,132751.00,134471.00
0.66,-0.30,0.81,-125.21,34.39,124.77,136890.00,132759.00,134471.00
0.50,-0.48,0.69,-125.21,-2.57,124.77,136872.00,132725.00,134456.00
0.62,-0.70,0.58,-125.21,17.11,124.77,136842.00,132742.00,134474.00
0.56,-0.75,0.67,-125.21,34.38,124.77,136831.00,132738.00,134484.00
0.59,-0.66,0.72,-125.21,36.98,111.48,136801.00,132739.00,134485.00
0.26,-0.73,0.75,-125.21,3.79,124.77,136779.00,132750.00,134467.00
0.30,-0.94,0.91,-125.21,-29.85,124.77,136780.00,132715.00,134473.00
0.31,-1.03,0.84,-125.21,-58.28,113.91,136767.00,132729.00,134471.00
0.24,-1.04,0.90,-125.21,-96.53,92.25,136774.00,132741.00,134463.00
0.31,-0.97,0.60,-125.21,-124.95,75.17,136761.00,132725.00,134468.00
0.29,-1.17,0.04,-125.21,-124.95,42.13,136756.00,132740.00,134486.00
0.41,-1.22,-0.24,-125.21,-115.58,8.62,136773.00,132748.00,134477.00
0.43,-1.14,-0.27,-125.21,-102.69,-23.44,136786.00,132704.00,134482.00
0.44,-1.06,-0.50,-125.21,-89.88,-48.90,136776.00,132735.00,134480.00
0.51,-0.62,-0.69,-125.21,-50.29,-95.57,136769.00,132735.00,134507.00
0.39,-0.38,-0.75,-125.21,-44.96,-105.50,136794.00,132738.00,134508.00
0.37,-0.17,-0.89,-125.21,-22.89,-117.89,136788.00,132747.00,134483.00
0.31,0.09,-0.72,-125.21,-14.64,-125.22,136784.00,132742.00,134484.00
0.18,0.48,-0.76,-125.21,-0.83,-125.22,136771.00,132764.00,134506.00
0.24,0.71,-0.83,-125.21,25.61,-125.22,136770.00,132753.00,134475.00
0.25,0.88,-0.71,-125.21,45.03,-125.22,136752.00,132739.00,134442.00
0.15,0.98,-0.61,-125.21,57.12,-101.11,136756.00,132733.00,134485.00
0.03,1.14,-0.49,-125.21,72.44,-45.95,136757.00,132763.00,134483.00
-0.08,1.18,-0.35,-125.21,69.58,-10.22,136781.00,132754.00,134491.00
0.22,1.08,-0.35,-113.26,57.81,19.79,136777.00,132753.00,134461.00
0.15,1.05,-0.36,-125.21,55.79,43.91,136798.00,132755.00,134490.00
0.16,0.99,-0.29,-125.21,65.05,51.67,136820.00,132743.00,134480.00
0.28,0.92,-0.09,-125.21,69.50,64.87,136844.00,132771.00,134483.00
0.38,0.87,-0.08,-125.21,50.14,59.13,136834.00,132755.00,134463.00
0.26,0.88,-0.23,-125.21,50.77,59.05,136843.00,132766.00,134472.00
0.35,0.83,-0.14,-125.21,69.88,54.02,136882.00,132744.00,134443.00
0.34,0.73,-0.11,-125.21,110.42,35.39,136895.00,132760.00,134484.00
0.38,0.88,-0.12,-80.49,124.60,13.23,136892.00,132756.00,134467.00
0.33,0.78,0.09,-88.88,125.04,19.55,136891.00,132749.00,134466.00
0.13,0.80,0.08,-44.53,125.04,4.69,136898.00,132760.00,134484.00
0.09,0.89,0.10,-22.34,125.04,2.30,136916.00,132769.00,134471.00
-0.02,0.80,0.00,26.26,125.04,-7.19,136922.00,132742.00,134477.00
-0.15,0.89,0.05,56.91,125.04,-18.13,136932.00,132758.00,134467.00
-0.25,0.91,0.14,84.50,125.04,-24.92,136942.00,132764.00,134452.00
-0.49,0.94,0.22,90.88,125.04,-48.76,136949.00,132783.00,134466.00
-0.84,1.08,0.21,83.27,125.04,-57.33,136964.00,132778.00,134450.00
-0.62,1.13,0.18,62.80,125.04,-51.04,136976.00,132764.00,134469.00
-0.99,1.16,0.24,54.84,125.04,-46.27,136992.00,132763.00,134473.00
-0.78,1.21,0.32,68.74,125.04,-32.86,137021.00,132749.00,134466.00
-0.69,0.91,0.32,72.46,125.04,-27.26,137029.00,132780.00,134469.00
-0.69,0.87,0.26,44.60,125.04,-43.52,137063.00,132783.00,134478.00
-0.63,0.88,-0.01,0.93,125.04,-47.52,137072.00,132776.00,134450.00
-0.72,0.86,-0.35,-7.61,125.04,-50.12,137085.00,132768.00,134455.00
-0.96,0.69,-0.29,78.96,125.04,-76.16,137101.00,132743.00,134473.00
-1.14,0.65,-0.12,102.48,125.04,-111.16,137112.00,132772.00,134445.00
-1.19,0.76,-0.12,87.97,125.04,-125.22,137125.00,132765.00,134485.00
-1.14,0.96,0.30,42.97,125.04,-125.22,137118.00,132752.00,134452.00
-1.12,0.85,-0.46,-11.42,125.04,-122.15,137158.00,132762.00,134472.00
-1.39,1.06,-0.34,-10.69,125.04,-114.32,137144.00,132778.00,134498.00
-0.80,1.13,-0.43,-37.31,125.04,-84.55,137161.00,132777.00,134461.00
-0.57,0.99,-0.34,-59.95,125.04,-24.88,137174.00,132751.00,134471.00
-0.98,0.76,-0.25,-72.40,125.04,-22.92,137171.00,132785.00,134471.00
-0.65,1.02,-0.47,-94.43,125.04,-18.54,137179.00,132756.00,134460.00
-0.37,0.99,-0.49,-58.73,125.04,10.65,137179.00,132781.00,134478.00
-0.28,1.00,-0.21,-33.76,125.04,42.49,137183.00,132769.00,134468.00
-0.36,0.97,-0.14,-7.58,125.04,62.50,137193.00,132768.00,134448.00
-0.13,1.45,-0.21,-70.28,125.04,120.93,137211.00,132761.00,134446.00
-0.44,1.46,-0.28,-45.14,115.19,124.77,137237.00,132757.00,134456.00
-0.11,0.59,-0.21,-35.82,94.62,124.77,137254.00,132760.00,134433.00
0.04,0.86,-0.38,-82.63,94.99,112.33,137264.00,132775.00,134463.00
0.26,1.26,-0.43,-10.68,96.61,124.77,137270.00,132775.00,134483.00
0.28,0.65,-0.44,2.32,120.67,124.77,137279.00,132764.00,134465.00
0.77,0.13,-0.48,-8.71,125.04,124.77,137289.00,132753.00,134471.00
0.55,0.15,-0.51,-44.46,125.04,80.10,137258.00,132746.00,134443.00
0.85,0.55,-0.08,-90.86,125.04,11.32,137246.00,132764.00,134450.00
0.67,0.47,0.06,-113.60,125.04,-21.03,137224.00,132771.00,134471.00
0.63,0.58,0.02,-125.21,125.04,-62.57,137186.00,132752.00,134465.00
0.60,1.21,0.09,-125.21,125.04,-60.06,137165.00,132741.00,134449.00
0.55,1.20,0.02,-110.11,125.04,4.95,137133.00,132758.00,134433.00
0.61,0.61,-0.06,-68.11,125.04,22.40,137119.00,132769.00,134451.00
0.40,0.71,0.25,-75.33,125.04,0.78,137082.00,132752.00,134428.00
0.28,0.56,0.37,-108.68,125.04,-21.10,137010.00,132758.00,134445.00
0.09,0.67,0.38,-16.43,125.04,-55.39,136943.00,132737.00,134456.00
-0.11,0.76,0.92,36.24,125.04,-108.49,136894.00,132753.00,134446.00
-0.12,0.85,0.78,27.30,125.04,-125.22,136868.00,132742.00,134452.00
-0.31,1.37,0.86,36.97,116.58,-125.22,136852.00,132748.00,134462.00
-0.06,0.61,0.48,3.47,111.98,-77.60,136800.00,132755.00,134444.00
-0.55,0.62,0.33,124.78,125.04,-125.22,136782.00,132760.00,134477.00
-0.91,1.06,0.71,100.88,125.04,-125.22,136734.00,132738.00,134477.00
-0.86,1.43,0.70,6.99,77.06,-125.22,136717.00,132738.00,134443.00
-0.94,1.32,0.75,94.85,44.20,-125.22,136703.00,132743.00,134451.00
-0.93,0.70,0.66,85.03,-36.02,-125.22,136704.00,132776.00,134452.00
-1.04,0.73,0.60,88.91,-69.23,-125.22,136711.00,132756.00,134452.00
-1.03,0.79,0.42,124.78,-95.35,-125.22,136723.00,132741.00,134437.00
-1.08,0.77,0.19,123.93,-83.69,-125.22,136735.00,132748.00,134445.00
-1.25,0.90,0.53,124.78,-83.91,-125.22,136751.00,132763.00,134427.00
